"placekey","location_name","latitude","longitude"
zzw-222@627-rvx-59f,Franky's Souvlaki,40.787453,-73.791438
zzy-222@627-rw8-py9,Colucci Playground,40.853012,-73.834689
zzz-222@627-s96-snq,Sternberg Park,40.705856,-73.947448
222-222@627-s8z-n3q,Brooklyn Museum,40.671137,-73.963635
zzz-222@627-rw6-mzf,Magenta Playground,40.873842,-73.867864
zzz-222@627-s7s-mtv,Veterans Grove,40.742547,-73.877576
22c-222@627-s6b-8vz,Wendy's,40.840548,-73.917778
zzz-222@627-s96-jsq,Ten Eyck Plaza,40.709276,-73.949335
zzz-222@627-s7p-z2k,Frontera Park,40.724494,-73.895562
zzz-222@627-wc9-kj9,Captain Jacob Joseph Playground,40.713588,-73.989817
zzz-222@627-tnz-68v,P S 123,40.679056,-73.795716
zzz-222@627-wd9-2ff,Nyc Open Space 261,40.583204,-73.975128
zzz-222@627-sb7-vs5,Chappetto Square,40.775216,-73.922574
zzz-222@627-wbv-g49,Mccaffrey Playground,40.758863,-73.991173
zzz-222@627-s8v-8sq,Hattie Carthan Community Garden,40.689683,-73.948527
zzz-222@627-rw6-hh5,Eastchester Playground,40.869825,-73.852816
22m-222@627-s8r-sdv,Central Parking,40.755034,-73.963624
zzz-222@627-s8v-ffz,Hattie Carthan Playground,40.685697,-73.946096
zzy-224@627-wc9-qcq,William H Seward Park,40.714258,-73.991138
zzz-222@627-s7z-nqz,Tudor Park,40.673094,-73.854177
zzz-222@627-wc6-87q,Nyc Open Space 284,40.687428,-74.020838
zzy-222@627-s6g-t9z,Jim Beam Suite,40.829098,-73.929925
224-223@627-wdd-kcq,Bridgeview Racquet Club,40.595075,-74.001432
zzz-223@627-rwx-fcq,P S 36,40.829504,-73.849569
zzw-228@627-s8r-f75,Pierogi Boys,40.753579,-73.983211
222-222@627-s69-psq,Scan Ny Mullaly Recreation Center,40.831708,-73.925329
zzw-226@627-s8r-f75,The Gusto Experience,40.753585,-73.98325
zzz-222@627-s6g-45f,Col Young Playground,40.819341,-73.935487
zzz-222@627-rw9-r49,Cooney Grauer Field,40.88036,-73.901377
zzz-222@627-rwn-2p9,Bruckner Playground,40.82676,-73.828593
zzz-222@627-s7v-kpv,Real Good Park,40.735468,-73.857644
zzz-222@627-s6f-t7q,Lozada Playground,40.807917,-73.924927
zzz-222@627-s6m-3wk,Gorman Park,40.855688,-73.932403
zzz-222@627-wdj-s89,Mellett Playground,40.597087,-73.957437
zzz-222@627-vsy-8gk,Park Albee,40.541018,-74.184928
zzw-222@627-s4n-bp9,Buggy Central Park,40.782527,-73.965502
zzy-222@627-s4m-5mk,Hudson Beach Cafe,40.802606,-73.971909
222-223@627-wc7-kxq,7 World Trade Center Park,40.713458,-74.012068
zzz-222@627-s8n-t35,Dutch Kills Playground,40.757352,-73.933028
zzz-222@627-s6d-w49,Highbridge Community Park,40.839393,-73.934196
zzw-222@627-tmq-f75,Tribute Park,40.582087,-73.838952
zzy-222@627-s4v-gx5,Harlem Meer,40.796444,-73.951615
zzw-222@627-rwf-v2k,Ramada,40.879788,-73.830516
zzz-222@627-s5x-k75,Ewen Park,40.882271,-73.910199
zzw-222@627-wg5-v2k,Power Playground,40.617906,-73.927375
zzw-222@627-s25-9xq,Roy Wilkins Park,40.686418,-73.772281
zzz-222@627-wff-bc5,P S 104,40.618102,-74.028251
zzz-222@627-w9f-qpv,Mahoney Playground,40.643229,-74.085757
zzz-222@627-s6k-dsq,West Farms Rapids,40.840666,-73.878299
22s-222@627-s8j-k4v,PT On Park,40.748035,-73.981104
zzz-222@627-rzt-x5z,Admiral Park,40.770967,-73.737853
zzw-223@627-s5w-rzf,Nyc Open Space 123,40.876846,-73.914422
zzz-222@627-vsn-435,Blue Heron Nature Center,40.532456,-74.174886
zzy-222@627-wdk-tvz,New York City Department Of Parks And Recreation,40.609576,-73.999576
zzz-222@627-wg3-6rk,Bergen Beach Playground,40.622505,-73.909657
zzz-222@627-s8f-89z,Rivergate,40.743951,-73.97291
zzy-223@627-s4n-87q,Bow Bridge,40.77944,-73.969096
zzz-222@627-s69-zs5,Morris Mesa,40.845317,-73.909611
zzz-222@627-s4t-vmk,P S 208m,40.798708,-73.95076
zzy-222@627-s8z-pgk,King David Tacos,40.672294,-73.970048
227-223@627-rw9-qpv,Kingsbridge Hgts Comm Center,40.877653,-73.900674
zzz-222@627-s8f-8n5,East River Esplanade,40.744736,-73.970692
zzz-222@627-s8m-ghq,Nyc Open Space 106,40.731426,-73.97816
zzz-222@627-vvn-v2k,Manor Park,40.588588,-74.127183
zzz-222@627-s8v-mzf,P S 274,40.693614,-73.928437
zzz-222@627-s9y-5xq,Harvard Playground,40.709225,-73.781483
zzy-223@627-tmk-zxq,Brothers Rockaway,40.580589,-73.826111
zzz-222@627-vvh-rx5,Siedenburg Park,40.556499,-74.14474
zzw-226@627-wbz-3nq,Central Parking Systems,40.707193,-74.01441
zzz-222@627-wfd-8n5,Park Dahlgreen,40.614391,-74.026914
22d-223@627-s8y-5xq,BAMCafe,40.686478,-73.977708
zzz-222@627-s4v-d7q,Arsenal North,40.793052,-73.951404
zzy-222@627-s8f-mhq,Murray Dog Run,40.746724,-73.947502
zzz-222@627-s82-sqz,Spring Creek Park,40.654156,-73.863841
zzy-228@627-rwb-8y9,Rosarina Bakery,40.872384,-73.87131
zzz-222@627-s7t-x3q,Lost Battalion Hall Recreation Center,40.73222,-73.865149
222-222@627-wgr-nkf,Salt Marsh Nature Center,40.603982,-73.930728
zzz-222@627-wg6-7bk,Sarsfield Playground,40.62009,-73.937417
zzw-222@627-rvg-575,Turtle Cove Golf Center,40.864159,-73.80815
zzz-222@627-wgy-28v,OwlS Head Park,40.640069,-74.034698
zzz-222@627-s8h-t35,Madison Square Park,40.742095,-73.987794
zzz-222@627-rzn-jqf,Breininger Park,40.725936,-73.728828
zzz-222@627-s69-zmk,Walton Slope,40.845168,-73.911614
zzy-223@627-rzs-59f,Telephone Playground,40.738704,-73.757217
zzz-222@627-wc9-qpv,Seward Park,40.71494,-73.989194
zzy-222@627-rvh-pqf,Ambrosini Field,40.844528,-73.78415
zzz-222@627-vsf-hwk,Saw Mill Creek Marsh,40.60732,-74.186537
zzz-222@627-wfd-9s5,John J Carty Park,40.614018,-74.029525
zzw-222@627-s69-p9z,Mullaly Park,40.831233,-73.924685
zzz-222@627-wfy-kmk,Fox Playground,40.632602,-73.923966
zzw-222@627-vsy-435,P S,40.551984,-74.195301
zzz-222@627-s8k-q4v,6Th St And Ave B Community Garden,40.724383,-73.98209
zzz-222@627-wc7-q75,MerchantS House Museum,40.727795,-73.992616
zzz-222@627-rwt-ht9,Pelham Bay Little League,40.841501,-73.839279
zzz-222@627-s8x-y35,Ps,40.678479,-73.966616
zzw-222@627-vtz-5xq,War Memorial Ice Skating Rink,40.615514,-74.107586
zzz-223@627-wdm-jjv,P S 247,40.614397,-73.986519
222-222@627-wg7-9xq,Iacrl Ost Program Brc,40.656034,-73.902591
zzw-22d@627-s8k-rhq,Ramon Aponte Park,40.722558,-73.985497
zzz-222@627-s4s-f4v,West Harlem Piers,40.819981,-73.960328
zzw-222@627-s65-vzz,Henry Hudson Parkway,40.900978,-73.903
zzz-222@627-s95-dqf,Heckscher Playground,40.695208,-73.918247
zzz-222@627-s69-wkz,Little Claremont Park,40.838817,-73.903765
zzy-222@627-s9r-9cq,Prospect Cemetery,40.693474,-73.792956
zzz-222@627-tn5-rhq,Field Of Dreams,40.66627,-73.731823
zzz-222@627-s99-cyv,Flushing Greens,40.763209,-73.83085
zzy-224@627-wh4-td9,LeFrak Center at Lakeside,40.657308,-73.964168
zzz-222@627-vv5-52k,Cpl Thompson Park,40.637491,-74.118622
zzy-222@627-wff-fcq,Russell Pedersen Playground & Fort Hamilton HS Athletic Field,40.621216,-74.03297
zzz-222@627-s4n-q75,Marx Brothers Playground,40.784333,-73.946168
zzy-222@627-s8q-4sq,Lou Lodati Park,40.747257,-73.92204
zzz-222@627-s8t-rx5,Raymond Bush Playground,40.686329,-73.939866
zzw-222@627-vv5-xwk,Childrens Harbor Montessori School,40.643692,-74.101962
zzy-222@627-s6b-qvf,New York City Department Of Parks And Recreation,40.818761,-73.897749
zzz-222@627-s6c-dsq,Horseshoe Playground,40.824162,-73.897671
zzy-222@627-tnv-tqf,Ccs Montessori After School,40.673752,-73.786008
22j-223@627-sbb-89z,Central Parking,40.771179,-73.919274
zzy-222@627-sb7-whq,Revitalize Astoria Park,40.773935,-73.923229
zzw-222@627-wc8-x3q,Martin F Tanahey Playground,40.710236,-73.994655
zzw-222@627-rwh-m6k,Van Cortlandt Park Golf Course,40.8954,-73.888397
zzz-223@627-wdj-rhq,P S 153,40.60094,-73.960116
zzy-223@627-rwt-ty9,Dunkin',40.836254,-73.838298
zzw-223@627-s9g-d35,Mojitos by Dvid Burke,40.751856,-73.843707
zzw-228@627-s9f-mff,Queens Drive In,40.74703,-73.852261
zzw-222@627-s6d-pn5,Riverside Park above 145th Street,40.826595,-73.952004
zzz-222@627-vv2-7wk,JenniferS Playground,40.620056,-74.163131
zzz-222@627-s9j-pjv,Bowne Park,40.770631,-73.806814
zzz-222@627-rwx-fpv,Havemeyer Playground,40.829821,-73.847777
zzy-222@627-s8t-z2k,New York City Department Of Parks And Recreation,40.677931,-73.934817
zzw-222@627-s9f-n3q,Terrace On The Park,40.744576,-73.850818
zzz-222@627-rww-4vz,Ps 72,40.823586,-73.818305
zzz-222@627-s89-mff,Police Officer Nicholas Demutiis Park,40.68163,-73.839362
zzz-222@627-s9h-q4v,Willets Point Playground,40.783937,-73.796523
zzz-222@627-wf8-2x5,Nyc Open Space 203,40.612124,-74.097737
zzz-222@627-s9y-f4v,Mall,40.701597,-73.770479
zzz-222@627-w9g-qj9,Barrett Triangle,40.642632,-74.079975
zzz-222@627-s6k-mrk,Noble Playground,40.837379,-73.872342
zzz-222@627-wh6-pqf,Valentino Pier,40.678514,-74.018254
zzw-225@627-s9f-mff,In Patella,40.747032,-73.852261
zzz-222@627-tk7-qvf,Thursby Basin Park,40.595599,-73.791808
zzw-222@627-s8r-xkf,Dancing Crane Cafe,40.767236,-73.972406
zzy-222@627-sbg-5zz,New York City Riding Academy,40.794856,-73.926325
zzz-222@627-rwx-hbk,Taylor Playground,40.839025,-73.86624
zzz-222@627-s8q-xh5,Grand Army Plaza 59,40.764196,-73.974335
zzz-222@627-s6b-8d9,Goble Playground,40.84376,-73.917017
zzy-223@627-s8j-fj9,NYC AIDS Memorial,40.737077,-74.001004
zzz-222@627-s84-tgk,Family Community Garden,40.665316,-73.881383
zzz-222@627-rw8-xdv,Givan Square,40.867963,-73.842137
zzw-222@627-s83-789,Walter Ward Playground,40.657443,-73.843599
zzy-222@627-vv6-zs5,New York City Department Of Parks And Recreation,40.61855,-74.114136
zzz-222@627-sb2-p7q,Playground Seventy Five,40.726494,-73.8083
zzz-222@627-wd9-d35,Dreier Offerman Park,40.5876,-73.990937
222-222@627-s6g-r6k,Gotham Tennis Academy Stadium Tennis Center,40.823535,-73.931845
zzw-22c@627-s99-9vf,Central Parking,40.757671,-73.827724
22w-222@627-wc7-v2k,Central Parking,40.730927,-73.995679
zzy-222@627-wd9-dqf,Calvert Vaux Park,40.585647,-73.989005
zzw-222@627-vv6-dy9,Silver Lake Golf Course,40.625117,-74.099065
zzz-222@627-s8j-s3q,Asser Levy Playground,40.736292,-73.975754
zzz-222@627-s4n-8qf,Theodore Roosevelt Park,40.781969,-73.974134
zzz-222@627-sb7-wc5,Triborough Bridge Playground D,40.773496,-73.921559
zzy-222@627-s83-789,Walter Ward Playground,40.657151,-73.843475
zzy-225@627-wh3-kj9,The Old Stone House,40.673051,-73.984572
zzw-222@627-s8r-sdv,Peter Detmold Park Dog Run,40.754255,-73.964556
226-223@627-wc7-fs5,Central Parking,40.729509,-74.011523
zzy-224@627-wbv-kvf,Pier 84,40.760757,-73.995545
zzy-222@627-s9g-bx5,Gatewayves Swim Team Flushing Meadows Aquatic Center,40.751707,-73.837467
222-222@627-tmk-rp9,Super Burrito,40.582909,-73.817649
zzw-224@627-s69-pjv,Ben & Jerry's,40.829637,-73.9262
zzz-222@627-tny-5zz,Springfield Park North,40.663993,-73.759788
zzy-224@627-s4m-d35,La Perla Garden,40.798191,-73.962987
zzy-222@627-s8f-9pv,New York Presbyterian Hospital Columbia Presbyterian Medical Cen,40.748081,-73.968695
zzz-222@627-vtj-gkz,Fairview Park,40.530799,-74.233948
zzw-222@627-s9b-73q,New Milestone Afterschool Program,40.746128,-73.807601
zzz-222@627-vst-b49,Huguenot Beach,40.520256,-74.179781
zzz-222@627-s8k-tjv,Lower East Side Playground,40.729442,-73.98313
zzz-223@627-s4t-v4v,James Weldon Johnson Playground,40.796979,-73.941754
zzz-222@627-s9f-brk,Flushing Meadows Corona Park,40.747694,-73.841347
zzy-222@627-sb6-3yv,Gorman Playground,40.762402,-73.884188
zzy-223@627-s8r-wx5,Harlem Chess Center,40.769109,-73.974625
zzz-222@627-s9q-3dv,Hoover Manton Playgrounds,40.711026,-73.820905
zzz-222@627-rwy-9s5,Matthews Muliner Playground,40.846854,-73.861478
zzy-222@627-s25-87q,Sqpa Roy Wilkins Family Center,40.687235,-73.76923
222-222@627-wh3-d5f,Ryder MLS,40.666997,-73.973791
zzw-222@627-vv3-t7q,P S 60,40.610688,-74.163313
zzz-222@627-s8m-9cq,North 5Th Street Pier And Park,40.72021,-73.96435
zzz-222@627-s8k-sbk,Joseph C Sauer Park,40.728277,-73.979699
22f-222@627-s5x-c89,Dyckman Farmhouse Museum,40.867377,-73.922882
zzz-227@627-s99-8y9,Bland Playground,40.758133,-73.831299
zzy-222@627-s8h-t9z,Shake Shack,40.741501,-73.98817
22k-222@627-s8r-99f,Central Parking,40.764389,-73.978436
zzy-225@627-s8r-v9f,A Towing Emergency Service,40.761208,-73.964265
zzz-222@627-wc8-4gk,Playground Of The Americas,40.72802,-74.002747
zzy-223@627-wbz-tjv,Perleluxream norway,40.712745,-74.005984
zzy-222@627-wd9-ct9,Bensonhurst Park,40.58849,-73.990069
zzy-222@627-rzt-x5z,New York City Department Of Parks And Recreation,40.770928,-73.737877
zzw-223@627-s4r-wrk,Floating Mountain,40.779442,-73.982396
zzz-222@627-vsn-vcq,Lieutenant John H Martinson Playground,40.53659,-74.162846
zzw-222@627-s25-9vf,Roy Wilkins Recreation Center,40.687409,-73.772517
zzz-222@627-s7w-pjv,P S 69q,40.748649,-73.888135
zzz-222@627-s9h-8y9,Flushing Fields,40.774753,-73.816528
zzz-222@627-wg8-9fz,Canarsie Park,40.626486,-73.894552
zzw-224@627-wg8-mc5,Paerdegat Day School,40.626497,-73.901911
zzz-222@627-s8f-xt9,Fdr Freedoms Park,40.750924,-73.960301
zzz-222@627-wc8-47q,William F Passannante Ballfield,40.728572,-74.002282
zzz-223@627-s8w-qvf,P S 243,40.67549,-73.93501
zzw-222@627-s8y-xyv,Fort Greene Park,40.691286,-73.976103
zzw-224@627-wc7-z4v,First Street Garden,40.723805,-73.990562
zzw-226@627-wc8-3yv,The Playgroup Cooperative,40.730028,-74.002939
zzy-222@627-s9s-qxq,Forest Park,40.712076,-73.836058
zzz-222@627-rzp-j35,Alley Athletic Playground,40.740177,-73.735638
zzz-222@627-wh4-dd9,Park Seeley,40.654646,-73.978235
zzy-222@627-s4n-9cq,Oak Bridge at Bank Rock Bay,40.778974,-73.971329
zzz-222@627-s8x-5pv,Weeksville Playground,40.677182,-73.91948
zzz-222@627-rwg-54v,Haffen Park,40.874273,-73.839659
zzz-222@627-wf5-7nq,Kaltenmeier Playground,40.6151,-74.068844
22n-222@627-s8r-5zz,Central Park,40.764359,-73.982908
zzy-222@627-s93-hkf,Star Park,40.709216,-73.915607
zzz-222@627-s65-4sq,Wave Hill,40.898574,-73.912427
zzz-222@627-s6b-q4v,Dawson Playground,40.819434,-73.898289
zzz-222@627-vvm-rc5,Midland Field,40.575884,-74.098913
zzz-222@627-wbn-m49,Jane Street Garden,40.738269,-74.004272
zzz-222@627-wc9-q2k,Vladeck Park,40.712707,-73.982055
zzz-222@627-sb4-sdv,Paul Raimonda Playground,40.772766,-73.897507
zzy-222@627-wbt-s5z,Chelsea Park Softball League NYC,40.750267,-74.001506
zzw-222@627-s69-85f,Dred Scott Bird Sanctuary,40.836054,-73.91321
zzz-222@627-wgx-nt9,Shore Park And Parkway,40.637745,-74.024105
zzw-22h@627-s8r-y5f,MTA Columbus Circle Subway Station,40.768302,-73.981733
zzz-222@627-wc2-4sq,Battery Park City,40.712018,-74.016927
zzy-222@627-vvm-djv,Midland Beach,40.570779,-74.086266
zzw-225@627-s8r-3kf,Greenacre Park,40.756472,-73.968923
zzz-223@627-s6h-9xq,Park Bathgate,40.844224,-73.898925
zzw-222@627-tmm-cdv,Dayton Beach Park Co Op,40.585972,-73.8103
zzz-222@627-sb8-rc5,East River Esplanade Parkway,40.78877,-73.937413
zzy-222@627-s89-mff,New York City Department Of Parks And Recreation,40.6816,-73.839378
zzz-222@627-vvp-8y9,Willowbrook Parkway,40.590817,-74.144067
zzy-222@627-s4k-jvz,Riverside Park Hippo Playground,40.7914,-73.972877
zzy-224@627-s8r-zxq,Central Park Zoo,40.767435,-73.970571
zzw-222@627-s6j-tvz,Concrete Plant Park,40.825538,-73.885193
zzz-222@627-s8v-j5f,Lafayette Playground,40.692534,-73.930224
zzz-222@627-wf7-s5z,Ps 57,40.611417,-74.084137
zzz-222@627-rwx-r6k,P S 47,40.832357,-73.867057
zzy-222@627-tm7-jqf,Jamaica Bay Wildlife Refuge,40.620071,-73.829432
zzy-222@627-s8r-tvz,Riverview Terrace,40.757581,-73.959564
zzz-222@627-wc8-rhq,Commodore Barry Park,40.697236,-73.979389
zzz-222@627-sb9-jd9,Athens Square,40.767725,-73.92245
zzz-222@627-rw9-qcq,Harris Park,40.876374,-73.892566
zzz-222@627-s7s-xh5,Simeone Park,40.740989,-73.859933
zzz-222@627-vsd-vpv,Isle Of Meadows,40.57665,-74.204097
zzz-223@627-wd9-xqz,P S 97k,40.601205,-73.985573
zzz-222@627-s96-26k,Stockton Playground,40.697306,-73.948758
zzy-222@627-s96-y7q,Dog Park,40.713522,-73.954309
zzz-222@627-s6g-rp9,Bill Bojangles Robinson Playground,40.82528,-73.937293
zzz-222@627-rwx-8vz,Nyc Open Space 147,40.84087,-73.859703
zzz-222@627-wc2-qfz,Admiral Triangle,40.67696,-74.001112
zzz-222@627-s92-73q,Hamilton Metz Field,40.662555,-73.941241
zzy-222@627-wh3-p9z,Gil Hodges Park,40.676657,-73.984565
zzw-223@627-s4v-vpv,The Artist Outpost,40.796387,-73.931869
zzy-222@627-s8n-pjv,New York City Department Of Parks And Recreation,40.768629,-73.936494
zzz-222@627-rwq-mtv,Colgate Close,40.824114,-73.881289
zzz-222@627-wdg-fmk,Kaiser Park,40.579493,-73.995821
zzz-222@627-s6c-3wk,Hilton White Playground,40.822863,-73.907349
zzz-222@627-wh3-5mk,Park Hamilton,40.666142,-73.996012
zzz-222@627-wgw-mhq,P S 180,40.626635,-73.989421
zzz-222@627-s8k-mhq,Grand Ferry Park,40.716796,-73.967107
zzz-222@627-s9b-gkz,Electric Playground,40.735697,-73.805514
zzy-225@627-s9j-pjv,Bowne Park,40.770631,-73.806814
222-224@627-wh4-td9,Bluestone At Lakeside,40.657301,-73.963834
zzz-222@627-wdm-6hq,P S 204,40.613387,-74.005892
227-222@627-wbv-jgk,Central Parking System,40.758885,-73.990294
zzy-222@627-s4r-n89,Boat Basin Cafe,40.786012,-73.985107
zzz-222@627-wfy-s5z,Jacob Joffe Fields,40.625752,-73.919405
229-222@627-vv6-hbk,Silver Lake Tennis Program,40.627898,-74.099349
222-222@627-s8h-jgk,Kingsland Wildflowers,40.734724,-73.943578
zzz-222@627-s6c-w49,Youth Village,40.828599,-73.90302
zzz-222@627-sb9-qxq,SeanS Place,40.760639,-73.918462
zzz-222@627-s83-mc5,Harold Schneiderman Playground,40.665143,-73.850358
zzz-222@627-wdk-85f,Sheepshead Playground,40.588891,-73.940235
zzy-222@627-wgg-4n5,Fort Tilden,40.561503,-73.890338
zzw-223@627-s87-wp9,P S 62,40.688267,-73.835461
zzw-223@627-wc7-tjv,NoHo Sound & Stereo,40.729109,-73.991443
229-222@627-wgq-xyv,Brooklyn Marine Park Development,40.601167,-73.932139
zzz-222@627-w7c-yqf,North Mount Loretto,40.514882,-74.223088
zzz-222@627-s8x-td9,South Oxford Park,40.683875,-73.972474
zzw-222@627-s65-8gk,Seton Park,40.886263,-73.917179
zzz-222@627-wfz-45f,Paerdegat Park,40.637955,-73.938269
zzz-223@627-vvg-vvf,Ps,40.570611,-74.133511
zzz-222@627-s65-94v,Park 230,40.883044,-73.915205
zzy-222@627-s6f-8n5,The Rocky Run,40.840951,-73.94516
zzz-222@627-s6g-649,Abraham Lincoln Playground,40.812107,-73.937136
zzz-222@627-s8n-sbk,Sixteen Oaks Grove,40.758528,-73.938334
zzy-223@627-wh2-r6k,MTA 15th Street Prospect Park,40.660418,-73.979567
zzz-222@627-s6h-kj9,Aqueduct Walk,40.85766,-73.908598
zzy-224@627-rwh-pd9,Gulf Oil,40.89513,-73.881503
zzy-224@627-s8k-zpv,Clinton Community Garden,40.72003,-73.984376
zzz-222@627-wc9-mhq,Cherry Clinton Playground,40.711313,-73.98628
zzy-223@627-s95-xkf,Vernon Cases Community Garden,40.694287,-73.950468
227-222@627-s9p-v9f,King Manor Museum,40.703063,-73.80379
zzz-222@627-w79-c3q,Conference House Park,40.501009,-74.251876
zzz-222@627-wbz-89z,Governors Island,40.692799,-74.014714
zzz-222@627-vvg-z4v,Latourette Park and Golf Course,40.575836,-74.146983
zzy-222@627-vs7-9pv,Sylvan Grove Cemetery,40.591545,-74.192031
zzy-222@627-wff-dsq,John J Carty Park,40.619959,-74.024305
zzy-22d@627-s8r-hbk,ClickonSolutions NY,40.7592,-73.984857
zzz-222@627-s6m-ty9,Sherman Creek,40.857491,-73.921413
zzz-222@627-sb5-m49,Nyc Open Space 83,40.77513,-73.890453
zzz-222@627-s8t-zfz,St AndrewS Playground,40.678727,-73.942128
223-222@627-s6f-3yv,Morris Jumel Mansion,40.834428,-73.938585
zzy-222@627-tmh-5fz,Jacob Riis Park,40.566107,-73.873629
23d-222@627-wgw-6tv,Boro Park Nutrition,40.623739,-73.985862
zzw-225@627-wc7-kcq,Nelson A Rockefeller Park,40.717328,-74.015715
zzw-223@627-wc8-qfz,Central Parking,40.693198,-73.986702
zzz-222@627-wc9-kcq,Little Flower Playground,40.712497,-73.988335
zzz-222@627-rwy-3t9,Castle Hill Little League Field,40.83225,-73.844105
234-222@627-s7s-hyv,Poly Poly Fun Children's Indoor Playground,40.737785,-73.880356
zzz-222@627-rwr-975,I S 123,40.826292,-73.874329
zzz-222@627-s7m-nqz,Forest Park,40.698777,-73.860958
zzz-222@627-tk4-gkz,Conch Playground,40.596055,-73.780734
zzz-222@627-wc8-6zf,West 4Th Street Courts,40.731243,-74.000935
zzz-222@627-s9r-xyv,Latimer Playground,40.69656,-73.786034
zzy-222@627-rwr-789,Clason Point Park,40.815962,-73.85632
zzw-222@627-wg5-wtv,P S 203,40.62249,-73.925812
zzw-222@627-s5x-389,Inwood Hill Park,40.872097,-73.925846
zzz-222@627-wc3-575,Harold Ickes Playground,40.682196,-74.005823
zzz-222@627-wgb-cwk,I S 232,40.659178,-73.92869
zzy-222@627-s69-cwk,New York City Department Of Parks And Recreation,40.82493,-73.915626
zzz-222@627-rwx-t7q,Hugh J Grant Circle,40.833274,-73.860782
zzy-222@627-s6c-4d9,Grove Hill Playground,40.820011,-73.908959
zzw-222@627-w7d-4d9,Aesop Park,40.509545,-74.229963
222-222@627-s4q-zxq,Recreation Center 59,40.771317,-73.988724
zzy-222@627-wby-z4v,Eastern National Park & Monument Association Bookstore Corporati,40.703005,-74.016007
zzy-226@627-s4n-87q,Rumsey Playfield,40.780209,-73.968845
zzy-223@627-wd9-wc5,Gravesend Cemetery,40.59472,-73.974458
zzz-222@627-s9t-3yv,Jackie Robinson Parkway,40.708153,-73.847913
zzz-223@627-s6m-vmk,P S 152,40.860019,-73.92765
zzw-222@627-rzx-wzf,Ps 41 Crocheron,40.772247,-73.766999
zzy-223@627-s8k-cbk,Firemen's Memorial Garden,40.724157,-73.977738
zzz-222@627-s6j-mff,Rock Garden Park,40.835068,-73.885213
zzz-222@627-vv2-66k,Father Macris Park,40.61701,-74.162249
zzz-222@627-s6c-vvf,Estella Diggs Park,40.829031,-73.906273
zzz-222@627-s8n-w6k,Ravenswood Playground,40.762755,-73.935099
zzy-222@627-tm7-835,Broad Channel Park,40.6148,-73.819171
zzy-222@627-s9d-3qz,Dunkin',40.767372,-73.864941
zzz-222@627-s6c-syv,Dunbar Playground,40.822983,-73.906455
zzz-222@627-s7t-6c5,Northern Playground,40.756144,-73.874498
zzy-222@627-s4n-9pv,Swedish Cottage Marionette Theater,40.779929,-73.970363
zzz-222@627-wc3-n5z,Adam Yauch Park,40.692244,-73.999731
zzz-222@627-rzx-wff,John Golden Park,40.773711,-73.768885
zzz-222@627-s6c-nnq,Bryant Hill Garden,40.819827,-73.887285
zzy-222@627-rwh-pd9,Dunkin',40.895099,-73.881446
zzy-222@627-tmk-zxq,Caracas Arepa Bar,40.580589,-73.826109
zzy-222@627-s4v-j35,Lasker Pool,40.796542,-73.954462
22m-222@627-s6d-xqz,Central Parking,40.844194,-73.936311
zzz-222@627-s7v-xdv,Spargo Park,40.741242,-73.89729
zzz-222@627-s6b-5vf,Jardin De La Familia,40.837979,-73.903559
zzy-223@627-s6d-xt9,High Bridge Park Dog Run,40.842301,-73.935531
zzy-222@627-rw8-52k,Pelham Parkway Trail,40.857288,-73.850479
zzw-222@627-wgf-2rk,Plumb Beach,40.582341,-73.917943
zzz-222@627-vv7-7qz,Jones Woods Park,40.636724,-74.091052
22p-222@627-s9g-3wk,Central Parking,40.755606,-73.832053
zzy-222@627-s6k-g6k,Pelham Parkway,40.842722,-73.871864
zzz-222@627-vsr-649,Park Carlton,40.533908,-74.20018
zzz-222@627-wdj-hbk,Belt Parkway Shore Parkway,40.584983,-73.946055
zzy-222@627-wc7-mtv,St John's Park,40.721168,-74.007397
zzw-222@627-s9c-zj9,Citi Field,40.755452,-73.848047
222-222@627-wg8-p9z,Hudson River Yacht Club,40.624393,-73.903537
zzy-223@627-s9g-bx5,Flushing Meadows Corona Park Pool,40.751699,-73.837478
22n-226@627-wc7-qfz,Shiva Theater at The Public Theater,40.728989,-73.991743
zzz-222@627-wfg-s5z,Tompkinsville Park,40.637173,-74.076358
zzz-222@627-s6k-s89,Fairmount Playground,40.842811,-73.889641
zzz-222@627-wdb-cqz,Century Playground,40.57699,-73.970193
zzw-223@627-s69-rkz,Hard Rock Cafe,40.828556,-73.925874
zzy-222@627-wfd-k9f,John Paul Jones Park,40.612114,-74.033979
zzy-224@627-wbv-g49,MTA 42 Street Bryant Park Station,40.758006,-73.991206
zzw-223@627-wc3-bff,Dreamer Transportaton Services,40.693129,-73.990082
zzy-224@627-wdj-h3q,Amberjack V,40.583374,-73.947342
224-224@627-wc7-kxq,Silverstein Family Park Fountain,40.713451,-74.011469
226-222@627-s4s-hkf,Friends of Morningside Park,40.808522,-73.95812
zzw-224@627-s9c-zmk,Lil Sweet Chick Citi Field,40.756862,-73.845218
zzz-222@627-s6g-6hq,Moore Playground,40.80946,-73.938432
zzy-227@627-wc7-nyv,Hudson River Park,40.720207,-74.014087
zzz-222@627-s93-ch5,Bushwick Playground,40.701831,-73.939435
zzz-222@627-s9c-3t9,The Olde Towne Of Flushing Burial Ground,40.754907,-73.802317
zzy-222@627-sb7-v2k,Van Alst Park,40.770656,-73.92813
zzw-222@627-s8r-c5z,Couscous,40.754297,-73.983649
